sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
56,"UNLV Rebels",14,1.5,2.4,1.4,0.952,1.5,0.7,0.8,47.6,47.6,0,0,47.6,1.5,0.7,0.8,47.6,0,0,0,,0
57,"Duke Blue Devils",14,1.4,2.3,1.3,0.947,1.4,0.6,0.7,47.4,47.4,0,0,47.4,1.4,0.6,0.7,47.4,0,0,0,,0
57,"Saint Francis (PA) Red Flash",12,1.6,2.5,1.5,0.947,1.6,0.8,0.8,47.4,47.4,0,0,47.4,1.6,0.8,0.8,47.4,0,0,0,,0
59,"Valparaiso University",15,2.4,3.5,2.3,0.944,2.4,1.1,1.3,47.2,47.2,0.03,2.8,47.2,2.4,1.1,1.3,47.2,0,0,0,,0
60,"Purdue Fort Wayne Mastodons",15,1.1,2,1.1,0.941,1.1,0.5,0.7,41.2,41.2,0.12,11.8,41.2,1.1,0.5,0.7,41.2,0,0,0,,0
61,"UC Irvine Anteaters",15,1.1,1.8,1,0.938,1.1,0.5,0.6,43.8,43.8,0.13,12.5,43.8,1.1,0.5,0.6,43.8,0,0,0,,0
62,"Jacksonville Dolphins",13,1.2,1.8,1.1,0.933,1.2,0.5,0.6,46.7,46.7,0.07,6.7,46.7,1.2,0.5,0.6,46.7,0,0,0,,0
62,"Saint Peter's Peacocks",14,1.1,1.8,1,0.933,1.1,0.5,0.6,46.7,46.7,0,0,46.7,1.1,0.5,0.6,46.7,0,0,0,,0
62,"Queens University of Charlotte Royals",13,1.2,1.9,1.1,0.933,1.2,0.5,0.6,46.7,46.7,0,0,46.7,1.2,0.5,0.6,46.7,0,0,0,,0
62,"Temple Owls",13,1.2,1.9,1.1,0.933,1.2,0.5,0.6,46.7,46.7,0,0,46.7,1.2,0.5,0.6,46.7,0,0,0,,0
62,"Indiana State Sycamores",13,1.2,1.8,1.1,0.933,1.2,0.5,0.6,46.7,46.7,0,0,46.7,1.2,0.5,0.6,46.7,0,0,0,,0
62,"Radford Highlanders",17,0.9,1.5,0.8,0.933,0.9,0.4,0.5,46.7,46.7,0.07,6.7,46.7,0.9,0.4,0.5,46.7,0,0,0,,0
68,"Siena Saints",13,1,1.7,0.9,0.923,1,0.5,0.5,46.2,46.2,0,0,46.2,1,0.5,0.5,46.2,0,0,0,,0
68,"Eastern Illinois Panthers",15,1.7,2.8,1.6,0.923,1.7,0.8,0.9,46.2,46.2,0.08,7.7,46.2,1.7,0.8,0.9,46.2,0,0,0,,0
68,"Seattle Redhawks",14,0.9,1.4,0.9,0.923,0.9,0.4,0.5,46.2,46.2,0,0,46.2,0.9,0.4,0.5,46.2,0,0,0,,0
68,"Mount St. Mary's Mountaineers",13,1,1.7,0.9,0.923,1,0.5,0.5,46.2,46.2,0,0,46.2,1,0.5,0.5,46.2,0,0,0,,0
72,"Central Michigan Chippewas",13,1.7,2.8,1.5,0.909,1.7,0.8,0.9,45.5,45.5,0,0,45.5,1.7,0.8,0.9,45.5,0,0,0,,0
