sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
71,"Pittsburgh Panthers",31,22.6,34.3,25.6,1.136,22.6,12.4,10.2,54.9,54.9,0.05,4.7,54.9,22.6,12.4,10.2,54.9,0,0,0,,0
72,"Air Force Falcons",29,24,46.1,27.2,1.132,24,13.2,10.8,55.1,55.1,0.05,4.6,55.1,24,13.2,10.8,55.1,0,0,0,,0
73,"Buffalo Bulls",28,26.4,42.8,29.8,1.13,26.4,14.5,11.9,54.8,54.8,0.05,4.6,54.8,26.4,14.5,11.9,54.8,0,0,0,,0
73,"Stony Brook Seawolves",29,22.3,40.6,25.2,1.13,22.3,12.2,10.1,54.8,54.8,0.04,4.5,54.8,22.3,12.2,10.1,54.8,0,0,0,,0
75,"Michigan State Spartans",29,22.5,39.1,25.3,1.127,22.5,12.2,10.2,54.4,54.4,0.05,4.8,54.4,22.5,12.2,10.2,54.4,0,0,0,,0
75,"Winthrop Eagles",30,22.3,38.5,25.1,1.127,22.3,12.2,10.1,54.8,54.8,0.05,5.1,54.8,22.3,12.2,10.1,54.8,0,0,0,,0
75,"Miami (FL) Hurricanes",29,22.2,36.4,25.1,1.127,22.2,12.1,10.2,54.3,54.3,0.05,5,54.3,22.2,12.1,10.2,54.3,0,0,0,,0
78,"Florida State Seminoles",30,28.5,41.9,32.1,1.126,28.5,15.4,13.1,54.1,54.1,0.07,6.9,54.1,28.5,15.4,13.1,54.1,0,0,0,,0
79,"Marquette Golden Eagles",28,24.9,40.7,28,1.125,24.9,13.6,11.3,54.6,54.6,0.04,4.2,54.6,24.9,13.6,11.3,54.6,0,0,0,,0
80,"Oklahoma State Cowgirls",31,22.5,40.9,25.3,1.123,22.5,12.2,10.3,54.2,54.2,0.05,5.5,54.2,22.5,12.2,10.3,54.2,0,0,0,,0
80,"Austin Peay Governors",28,18.6,37.3,20.9,1.123,18.6,9.8,8.8,52.7,52.7,0.09,9.2,52.7,18.6,9.8,8.8,52.7,0,0,0,,0
80,"Incarnate Word Cardinals",28,27.9,45.5,31.3,1.123,27.9,15.1,12.8,54.2,54.2,0.06,5.5,54.2,27.9,15.1,12.8,54.2,0,0,0,,0
80,"Massachusetts Lowell",29,22.8,38.3,25.6,1.123,22.8,12.4,10.3,54.6,54.6,0.04,4.4,54.6,22.8,12.4,10.3,54.6,0,0,0,,0
80,"Queens University of Charlotte Royals",29,25.9,44.2,29.1,1.123,25.9,14,11.9,54.1,54.1,0.06,5.6,54.1,25.9,14,11.9,54.1,0,0,0,,0
85,"Toledo Rockets",27,27.5,48.6,30.8,1.121,27.5,14.9,12.6,54.2,54.2,0.05,5,54.2,27.5,14.9,12.6,54.2,0,0,0,,0
85,"Arkansas Razorbacks",31,26.4,38.3,29.6,1.121,26.4,14.4,12,54.6,54.6,0.05,5,54.6,26.4,14.4,12,54.6,0,0,0,,0
85,"Seton Hall Pirates",29,19.4,32.5,21.8,1.121,19.4,10.6,8.8,54.5,54.5,0.05,5.2,54.5,19.4,10.6,8.8,54.5,0,0,0,,0
88,"Bethune-Cookman Wildcats",28,25.3,43.9,28.3,1.12,25.3,13.5,11.8,53.2,53.2,0.08,8.5,53.2,25.3,13.5,11.8,53.2,0,0,0,,0
89,"Coastal Carolina Chanticleers",31,20.6,33,23,1.119,20.6,11.1,9.5,53.9,53.9,0.07,7.1,53.9,20.6,11.1,9.5,53.9,0,0,0,,0
90,"Central Michigan Chippewas",28,23.9,40.1,26.7,1.118,23.9,12.8,11.1,53.6,53.6,0.08,7.8,53.6,23.9,12.8,11.1,53.6,0,0,0,,0
90,"Cincinnati Bearcats",28,27.3,45,30.5,1.118,27.3,14.6,12.7,53.5,53.5,0.07,6.5,53.5,27.3,14.6,12.7,53.5,0,0,0,,0
92,"Saint Mary's Gaels",31,20.4,37.9,22.8,1.117,20.4,11,9.4,53.9,53.9,0.05,5.4,53.9,20.4,11,9.4,53.9,0,0,0,,0
93,"Western Carolina Lady Catamounts",29,22.8,39.6,25.4,1.116,22.8,12.3,10.5,53.9,53.9,0.05,5.4,53.9,22.8,12.3,10.5,53.9,0,0,0,,0
93,"Southern Methodist Mustangs",30,30.1,47.6,33.6,1.116,30.1,16.5,13.7,54.6,54.6,0.04,3.7,54.6,30.1,16.5,13.7,54.6,0,0,0,,0
93,"Eastern Michigan Eagles",27,25.9,44.7,28.9,1.116,25.9,14,11.9,54,54,0.05,5.2,54,25.9,14,11.9,54,0,0,0,,0
96,"Delaware Fightin Blue Hens",29,26,42.5,29,1.115,26,14,12,53.7,53.7,0.06,6,53.7,26,14,12,53.7,0,0,0,,0
97,"Denver Pioneers",29,24.7,42.6,27.6,1.114,24.7,13.3,11.4,54,54,0.06,5.6,54,24.7,13.3,11.4,54,0,0,0,,0
97,"Colgate Raiders",28,23.6,41,26.3,1.114,23.6,12.7,10.9,53.9,53.9,0.05,4.5,53.9,23.6,12.7,10.9,53.9,0,0,0,,0
97,"UTEP Miners",27,24.4,41.6,27.2,1.114,24.4,13.1,11.3,53.6,53.6,0.05,5.5,53.6,24.4,13.1,11.3,53.6,0,0,0,,0
100,"Lehigh Mountain Hawks",27,26.4,47.9,29.4,1.113,26.4,14.4,12.1,54.3,54.3,0.04,4.2,54.3,26.4,14.4,12.1,54.3,0,0,0,,0
100,"East Carolina Pirates",31,24.5,42.7,27.3,1.113,24.5,13.3,11.3,54.1,54.1,0.04,4.1,54.1,24.5,13.3,11.3,54.1,0,0,0,,0
102,"Charlotte 49ers",29,23.1,40.1,25.7,1.112,23.1,12.4,10.8,53.5,53.5,0.06,6.4,53.5,23.1,12.4,10.8,53.5,0,0,0,,0
102,"Lamar Cardinals",28,22.1,42.2,24.5,1.112,22.1,11.8,10.3,53.4,53.4,0.07,6.8,53.4,22.1,11.8,10.3,53.4,0,0,0,,0
104,"Wisconsin Badgers",29,24.8,41.4,27.5,1.111,24.8,13.3,11.4,53.8,53.8,0.05,5.2,53.8,24.8,13.3,11.4,53.8,0,0,0,,0
104,"Tennessee State Tigers",29,26.3,42.3,29.2,1.111,26.3,13.8,12.5,52.6,52.6,0.07,7.2,52.6,26.3,13.8,12.5,52.6,0,0,0,,0
104,"Longwood Lancers",29,26.8,43.4,29.8,1.111,26.8,14.6,12.2,54.5,54.5,0.04,4.2,54.5,26.8,14.6,12.2,54.5,0,0,0,,0
107,"Sacred Heart Pioneers",29,22.5,40.6,24.9,1.109,22.5,12.1,10.4,53.8,53.8,0.05,5.2,53.8,22.5,12.1,10.4,53.8,0,0,0,,0
107,"Oregon Ducks",31,24,40.3,26.6,1.109,24,12.8,11.2,53.3,53.3,0.07,7,53.3,24,12.8,11.2,53.3,0,0,0,,0
107,"Chattanooga Mocs",27,21.1,38.8,23.4,1.109,21.1,11.3,9.9,53.2,53.2,0.06,6.3,53.2,21.1,11.3,9.9,53.2,0,0,0,,0
110,"Providence Friars",30,22.8,39.4,25.2,1.108,22.8,12.2,10.6,53.6,53.6,0.05,5,53.6,22.8,12.2,10.6,53.6,0,0,0,,0
110,"Iona Gaels",30,22.5,40,25,1.108,22.5,12.1,10.5,53.6,53.6,0.05,5.2,53.6,22.5,12.1,10.5,53.6,0,0,0,,0
112,"Elon Phoenix",28,21.1,39,23.4,1.106,21.1,11.4,9.7,54.1,54.1,0.05,4.9,54.1,21.1,11.4,9.7,54.1,0,0,0,,0
113,"Minnesota Golden Gophers",28,17.7,32.7,19.6,1.105,17.7,9.4,8.3,53.2,53.2,0.06,5.8,53.2,17.7,9.4,8.3,53.2,0,0,0,,0
113,"UCF Knights",29,26.3,43.5,29.1,1.105,26.3,14.1,12.2,53.7,53.7,0.05,5,53.8,26.3,14.1,12.2,53.7,0,0,0,,0
115,"Richmond Spiders",31,21,35.6,23.2,1.104,21,11.3,9.7,53.9,53.9,0.05,4.6,53.9,21,11.3,9.7,53.9,0,0,0,,0
115,"Pacific Tigers",29,26.3,43.9,29,1.104,26.3,13.9,12.3,53,53,0.06,5.9,53,26.3,13.9,12.3,53,0,0,0,,0
117,"Tulane Green Wave",28,21.2,34,23.4,1.103,21.2,11.2,10,52.9,52.9,0.06,5.9,52.9,21.2,11.2,10,52.9,0,0,0,,0
117,"George Mason Patriots",29,23.2,42.7,25.6,1.103,23.2,12.2,11,52.5,52.5,0.07,7.1,52.5,23.2,12.2,11,52.5,0,0,0,,0
119,"Rutgers Scarlet Knights",29,24.3,40.9,26.8,1.102,24.3,12.9,11.4,53.2,53.2,0.06,6.1,53.2,24.3,12.9,11.4,53.2,0,0,0,,0
119,"Binghamton Bearcats",29,23.1,41.3,25.4,1.102,23.1,12.4,10.7,53.7,53.7,0.05,5.1,53.7,23.1,12.4,10.7,53.7,0,0,0,,0
121,"Utah Valley Wolverines",27,20.3,39.1,22.3,1.1,20.3,10.9,9.4,53.6,53.6,0.05,5.3,53.6,20.3,10.9,9.4,53.6,0,0,0,,0
121,"Florida International Panthers",27,23.6,42.1,26,1.1,23.6,12.6,11,53.3,53.3,0.06,5.6,53.3,23.6,12.6,11,53.3,0,0,0,,0
121,"Grambling State Tigers",29,25.4,45.7,28,1.1,25.4,13.3,12.1,52.4,52.4,0.08,8.3,52.4,25.4,13.3,12.1,52.4,0,0,0,,0
121,"South Carolina State Bulldogs",28,23.3,39.2,25.6,1.1,23.3,12.3,11,52.9,52.9,0.06,5.5,52.9,23.3,12.3,11,52.9,0,0,0,,0
121,"Stetson Hatters",28,23,38.9,25.3,1.1,23,12.1,10.9,52.7,52.7,0.07,6.5,52.7,23,12.1,10.9,52.7,0,0,0,,0
126,"Vanderbilt Commodores",30,23.5,39.6,25.8,1.099,23.5,12.5,11,53.1,53.1,0.05,5.1,53.1,23.5,12.5,11,53.1,0,0,0,,0
126,"Southern Miss Golden Eagles",30,29.2,44.4,32.1,1.099,29.2,15.5,13.7,53.1,53.1,0.06,5.7,53.1,29.2,15.5,13.7,53.1,0,0,0,,0
126,"Howard Bison",29,22.6,39.5,24.9,1.099,22.6,12,10.6,53.2,53.2,0.06,6.3,53.2,22.6,12,10.6,53.2,0,0,0,,0
126,"Texas A&M-(Corpus Christi) Islanders",28,21.3,35.6,23.4,1.099,21.3,11.2,10.1,52.6,52.6,0.07,7,52.6,21.3,11.2,10.1,52.6,0,0,0,,0
126,"Ohio State Buckeyes",30,25.7,42.5,28.2,1.099,25.7,13.5,12.2,52.5,52.5,0.06,6.2,52.5,25.7,13.5,12.2,52.5,0,0,0,,0
131,"Georgetown Hoyas",29,22.1,39.5,24.3,1.098,22.1,11.7,10.4,53,53,0.06,5.9,53,22.1,11.7,10.4,53,0,0,0,,0
