sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
53,"Austin Peay Governors",14,2.9,3.5,2.8,0.975,2.2,1.3,0.9,58.1,58.1,17.5,5,0.13,5,50,2.2,1.3,0.9,58.1,0,0,0,,0
53,"Bowling Green Falcons",15,5.3,6,5.1,0.975,3.3,1.9,1.4,58,58,20.3,20.3,0.58,12.7,51.9,3.3,1.9,1.4,58,0,0,0,,0
55,"St. Thomas (MN) Tommies",17,9.1,11.6,8.8,0.974,6.9,3.6,3.2,53,53,12.3,14.3,0.34,11,50.6,6.9,3.6,3.2,53,0,0,0,,0
56,"Princeton Tigers",15,4.7,5.7,4.5,0.971,3.2,1.6,1.6,50,50,14.3,21.4,0.56,18.6,50,3.2,1.6,1.6,50,0,0,0,,0
56,"Hawaii Warriors",15,4.7,5.8,4.5,0.971,3.3,1.7,1.6,52,52,15.7,17.1,0.42,14.3,50,3.3,1.7,1.6,52,0,0,0,,0
58,"Merrimack Warriors",15,6.5,7.6,6.3,0.969,5.5,2.7,2.8,48.8,48.8,8.2,12.2,0.24,11.2,48,5.5,2.7,2.8,48.8,0,0,0,,0
59,"South Florida Bulls",17,3.7,4.4,3.6,0.968,3,1.5,1.5,51,51,7.9,12.7,0.29,9.5,49.2,3,1.5,1.5,51,0,0,0,,0
60,"Idaho State Bengals",15,6,7.2,5.8,0.967,4.6,2.4,2.2,52.2,52.2,10,13.3,0.35,11.1,52.2,4.6,2.4,2.2,52.2,0,0,0,,0
61,"Holy Cross Crusaders",15,7.9,10.1,7.6,0.966,6.1,3,3.1,48.9,48.9,9.3,16.9,0.38,15.3,50,6.1,3,3.1,48.9,0,0,0,,0
62,"Toledo Rockets",14,4,4.9,3.9,0.964,3.1,1.6,1.5,52.3,52.3,14.3,12.5,0.25,10.7,48.2,3.1,1.6,1.5,52.3,0,0,0,,0
63,"Syracuse Orange",16,5.1,5.6,4.9,0.963,3.8,2.2,1.6,58.3,58.3,19.8,11.1,0.23,9.9,48.1,3.8,2.2,1.6,58.3,0,0,0,,0
64,"Notre Dame Fighting Irish",15,6.2,7.2,5.9,0.957,4.8,2.5,2.3,51.4,51.4,11.8,11.8,0.29,10.8,50.5,4.8,2.5,2.3,51.4,0,0,0,,0
64,"Wofford Terriers",16,5.8,6.9,5.5,0.957,4.4,2.4,1.9,55.7,55.7,18.5,7.6,0.17,5.4,46.7,4.4,2.4,1.9,55.7,0,0,0,,0
66,"Grand Canyon University Antelopes",16,3.7,4.4,3.5,0.949,2.5,1.4,1.1,55,55,20.3,15.3,0.4,13.6,49.2,2.5,1.4,1.1,55,0,0,0,,0
67,"Wake Forest Demon Deacons",17,5.6,7.3,5.4,0.948,4.1,2.4,1.8,57.1,57.1,17.7,13.5,0.31,6.3,47.9,4.1,2.4,1.8,57.1,0,0,0,,0
68,"Lipscomb Bisons",15,6.3,7.9,6,0.947,4.5,2.3,2.2,51.5,51.5,11.6,18.9,0.5,15.8,50.5,4.5,2.3,2.2,51.5,0,0,0,,0
69,"Loyola (MD) Greyhounds",15,12.3,16.6,11.7,0.946,9.9,5.2,4.7,52.3,52.3,11.4,11.4,0.24,9.7,48.1,9.9,5.2,4.7,52.3,0,0,0,,0
70,"Cincinnati Bearcats",15,3.7,4.2,3.5,0.945,2.7,1.3,1.3,50,50,14.5,16.4,0.4,14.5,49.1,2.7,1.3,1.3,50,0,0,0,,0
71,"Mississippi State Bulldogs",17,6.9,7.9,6.5,0.941,5.4,2.4,3,44,44,9.3,20.3,0.44,17.8,46.6,5.4,2.4,3,44,0,0,0,,0
72,"Canisius Golden Griffins",15,7.8,10,7.3,0.94,4.8,2.5,2.3,52.8,52.8,18.8,23.1,0.69,17.9,49.6,4.8,2.5,2.3,52.8,0,0,0,,0
73,"McNeese State Cowgirls",16,4.1,5.1,3.9,0.939,3.6,1.8,1.8,49.1,49.1,9.1,7.6,0.14,7.6,47,3.6,1.8,1.8,49.1,0,0,0,,0
73,"Army Black Knights",15,6.6,8.6,6.2,0.939,4.1,2.1,1.9,52.5,52.5,18.2,22.2,0.69,19.2,49.5,4.1,2.1,1.9,52.5,0,0,0,,0
75,"Youngstown State Penguins",16,7.8,9.8,7.3,0.936,5.7,3.1,2.6,54.9,54.9,17.6,14.4,0.33,12.8,47.2,5.7,3.1,2.6,54.9,0,0,0,,0
76,"Ball State Cardinals",16,9.5,10.5,8.9,0.934,7.7,3.8,3.9,48.8,48.8,9.9,13.2,0.28,11.2,48,7.7,3.8,3.9,48.8,0,0,0,,0
76,"Akron Zips",15,6.1,6.9,5.7,0.934,4.2,2.1,2.1,49.2,49.2,16.5,16.5,0.44,14.3,48.4,4.2,2.1,2.1,49.2,0,0,0,,0
78,"Rice Owls",16,8.4,10.1,7.9,0.933,6.4,2.8,3.6,43.1,43.1,10.4,19.3,0.44,17,45.9,6.4,2.8,3.6,43.1,0,0,0,,0
78,"Florida Gulf Coast Eagles",15,5.9,7.8,5.5,0.933,4.2,2.1,2.1,49.2,49.2,13.5,23.6,0.54,18,49.4,4.2,2.1,2.1,49.2,0,0,0,,0
80,"Georgia Southern Eagles",16,6.4,7.7,5.9,0.931,5.3,2.6,2.7,49.4,49.4,7.8,11.8,0.25,7.8,47.1,5.3,2.6,2.7,49.4,0,0,0,,0
