sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
35,"Massachusetts Minutewomen",30,23.1,28.1,17.8,0.773,19.3,6.1,13.2,31.7,42.5,12.7,4.3,0.1,3.9,30.1,5.3,1.9,3.4,36.3,13.9,4.2,9.8,29.9,0.72
36,"Seton Hall Pirates",31,22.6,28,18.4,0.816,20.2,6.6,13.6,32.7,43,7.7,3.9,0.07,3.3,31.9,6.2,2.5,3.8,39.4,14,4.2,9.8,29.7,0.69
37,"Stetson Hatters",30,22.5,27.9,18.4,0.819,19.2,6.2,13.1,32.1,41.8,8.5,6.7,0.15,5.8,32.9,6.4,2.4,4,37.8,12.8,3.7,9.1,29.2,0.67
37,"Louisiana-(Lafayette) Ragin Cajuns",31,24.9,27.9,21.5,0.864,21.9,7.4,14.5,33.6,45,8.2,4.4,0.1,4,33.4,6.3,2.4,3.9,37.4,15.6,5,10.6,32,0.71
37,"McNeese State Cowgirls",33,21.6,27.9,16.5,0.765,17.8,5.5,12.4,30.6,41.3,12.4,5.9,0.13,5.1,29.9,5.1,1.6,3.4,32.3,12.8,3.8,9,29.9,0.72
40,"Cornell Big Red",27,20.5,27.8,17.1,0.834,18.6,6.4,12.2,34.3,44.6,8,2,0.04,2,32.4,5.7,2.5,3.2,43.9,12.9,3.9,9,30,0.69
40,"Lafayette Leopards",30,22.2,27.8,18.9,0.851,20.2,6.7,13.5,33.3,45.1,6.5,2.7,0.06,2.7,32.3,6.4,1.9,4.4,30.4,13.9,4.8,9.1,34.6,0.69
42,"Purdue Fort Wayne Mastodons",33,22.8,27.7,16.9,0.739,19.3,5.6,13.6,29.2,38.6,10.7,5.8,0.13,5.4,29.4,6.6,2,4.6,30.6,12.6,3.6,9,28.5,0.66
43,"Houston Christian Huskies",29,23,27.6,16.7,0.727,19.4,5.7,13.7,29.3,38.6,11.3,5.4,0.12,5.1,29,6,2.1,3.9,34.7,13.4,3.6,9.8,26.9,0.69
43,"Kent State Golden Flashes",31,23.4,27.6,19.8,0.849,20.3,6.8,13.5,33.7,45.8,9.8,4,0.08,3.6,32,5.4,1.9,3.5,35.1,14.9,4.9,10,33.1,0.73
43,"Texas A&M-(Corpus Christi) Islanders",29,22.5,27.6,17.5,0.778,18.9,5.8,13.1,30.6,41.3,11,5.7,0.13,5.2,30.4,6.4,1.8,4.7,27.3,12.5,4,8.4,32.3,0.66
46,"UC Santa Barbara Gauchos",30,21.5,27.5,17,0.789,19,6.1,12.9,32,40.8,7.6,4.5,0.09,4.2,31.9,7.2,2.8,4.4,38.6,11.9,3.3,8.5,28.1,0.62
47,"Merrimack Warriors",31,23.1,27.4,17.2,0.746,20.1,6.2,13.9,30.9,39.6,9.5,4.2,0.09,3.5,30,7.3,2.7,4.5,37.6,12.8,3.5,9.4,27.1,0.64
47,"St. Bonaventure Bonnies",31,21.5,27.4,16.4,0.764,19.2,5.6,13.6,29.4,39.2,7.1,4.4,0.09,4.1,29.3,5.9,1.9,4,31.7,13.3,3.8,9.5,28.3,0.69
49,"Cal State Fullerton Titans",32,23.4,27.3,20,0.854,20.2,6.9,13.2,34.4,45.9,10.1,4.3,0.1,3.6,33.2,6.3,2.3,4,36.8,13.9,4.6,9.3,33.3,0.69
50,"Bucknell Bison",30,19.9,27.2,16.3,0.818,17,5.7,11.3,33.7,43.7,10,5.4,0.12,4.8,33.3,6,2.3,3.7,38.9,11,3.4,7.6,30.9,0.65
50,"Belmont Bruins",32,23.2,27.2,18.1,0.78,19.8,6.2,13.6,31.2,42,10.7,4.9,0.1,4.3,30.2,6,1.9,4.1,32.3,13.8,4.3,9.6,30.8,0.7
50,"Alcorn State Braves",30,22.7,27.2,15.2,0.669,19.3,5.3,14.1,27.2,35.8,11,4.7,0.11,4,26.9,6.8,2,4.8,28.9,12.5,3.3,9.2,26.3,0.65
53,"Holy Cross Crusaders",32,20.6,27.1,17.1,0.827,18.5,6,12.5,32.3,42.5,5.6,5.3,0.12,5.2,33.3,6.5,2.2,4.3,34.3,12,3.8,8.3,31.3,0.65
54,"Northern Illinois Huskies",30,21.4,26.9,19.6,0.919,18.3,6.6,11.7,36.2,48.5,8.9,6.6,0.14,6.1,35.7,5.5,2.1,3.3,39,12.9,4.5,8.4,35,0.7
54,"Western Carolina Lady Catamounts",30,21.8,26.9,20.1,0.923,19.1,7.2,11.9,37.5,49.7,8.7,4.9,0.1,4.4,36,6.1,2.5,3.5,41.8,13,4.6,8.4,35.5,0.68
54,"UNLV Rebels",32,21.2,26.9,18,0.852,19,6.5,12.5,34,45.4,8,2.7,0.05,2.7,32.6,6.3,2.2,4.1,34.5,12.8,4.3,8.4,33.8,0.67
54,"Alabama A&M Bulldogs",30,21.7,26.9,15.2,0.698,18.1,5.1,13,28,37,11.2,6.6,0.15,5.7,28.2,6.7,1.8,4.9,26.9,11.4,3.3,8.1,28.7,0.63
58,"Montana State Bobcats",32,22.9,26.8,18.7,0.815,18.6,6.3,12.2,34.2,44.4,13.4,6.9,0.16,6.9,33.2,6.6,2.6,4,38.9,12,3.8,8.2,31.6,0.64
