sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
350,"TCU Horned Frogs",15,16.5,20,7.9,0.476,13.1,2.9,10.2,22.3,24.9,16.1,4.4,0.11,4,22.2,9.3,2.3,7.1,24.3,3.8,0.7,3.1,17.5,0.29
351,"Jacksonville Dolphins",13,10,11.1,4.7,0.469,5.5,1.4,4.1,25.4,26.8,34.6,14.6,0.46,12.3,23.8,4.8,1.2,3.5,25.8,0.7,0.2,0.5,22.2,0.13
352,"Marquette Golden Eagles",14,9.4,11.6,4.3,0.458,6.9,1.6,5.2,24,26.6,21.4,5.3,0.15,4.6,22.9,5.6,1.3,4.3,23.1,1.3,0.4,0.9,27.8,0.19
352,"Arkansas-(Little Rock) Trojans",14,9.4,11.3,4.3,0.458,5.9,1.6,4.3,27.7,27.7,29,9.2,0.27,8.4,24.4,5.2,1.6,3.6,31.5,0.7,0,0.7,0,0.12
354,"Oregon Ducks",16,8.6,10.2,3.9,0.449,5.1,1.4,3.6,28.4,29,34.8,8,0.26,8,23.2,4.6,1.4,3.2,30.1,0.5,0.1,0.4,12.5,0.1
355,"Syracuse Orange",14,8.3,9.9,3.7,0.448,4.9,1.2,3.7,24.6,27.5,32.8,8.6,0.28,8.6,21.6,4,0.9,3.1,23.2,0.9,0.3,0.6,30.8,0.19
356,"Massachusetts Minutewomen",12,6.8,8.1,3,0.444,5,1.3,3.8,25,26.7,23.5,2.5,0.07,1.2,21,3.8,1.1,2.7,28.9,1.3,0.2,1.1,13.3,0.25
357,"Sam Houston State Bearkats",12,9.3,10.6,4.1,0.438,4.8,1.4,3.4,29.3,29.3,37.5,13.4,0.47,10.7,24.1,4.7,1.4,3.3,30.4,0.2,0,0.2,0,0.03
358,"Tennessee-Martin Skyhawks",13,7.9,8.8,3.5,0.437,5.8,1.2,4.5,21.3,23.3,21.4,6.8,0.19,6.8,21.4,4.5,1,3.5,22,1.2,0.2,1,18.8,0.21
359,"Ohio State Buckeyes",14,7.8,8.7,3.3,0.422,5,0.8,4.2,15.7,17.1,22.9,12.8,0.4,11,22.9,4.1,0.6,3.4,15.8,0.9,0.1,0.8,15.4,0.19
360,"Robert Morris Colonials",13,9.5,11.9,3.8,0.398,6.7,1.4,5.3,20.7,21.8,23.6,7.3,0.18,6.5,20.3,5.1,1.2,3.8,24.2,1.6,0.2,1.5,9.5,0.24
361,"Abilene Christian Wildcats",15,9.1,11.5,3.4,0.375,5,1.2,3.8,24,26,39,7.4,0.24,6.6,18.4,3.8,1,2.8,26.3,1.2,0.2,1,16.7,0.24
362,"Cleveland State Vikings",16,3.6,4.3,1.3,0.351,2.8,0.6,2.2,20.5,20.5,21.1,1.8,0.05,1.8,17.5,2,0.6,1.4,28.1,0.8,0,0.8,0,0.27
363,"Gardner-Webb Runnin Bulldogs",15,0.7,0.8,0.2,0.3,0.5,0.1,0.5,12.5,18.8,20,0,0,0,10,0.2,0,0.2,0,0.3,0.1,0.3,20,0.63
