sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
31,"Fairleigh Dickinson Knights",28,11.5,14.6,12.4,1.071,9.4,4.8,4.6,51.1,60.4,13.6,6.8,0.14,6.5,45.8,4.4,3.1,1.3,70.5,5.1,1.8,3.3,34.5,0.54
32,"Villanova Wildcats",28,17.8,22.1,19.1,1.07,14.7,7.8,6.9,52.8,61.2,13.6,5.4,0.11,5.4,47.1,8.3,5.3,3,64.1,6.4,2.5,4,38.3,0.44
33,"Fairfield Stags",28,15.8,20.1,16.9,1.068,12.5,6.3,6.3,49.9,59.8,14.4,7.9,0.18,6.3,45.1,5.9,3.8,2.1,64,6.7,2.5,4.2,37.4,0.53
34,"Michigan State Spartans",28,21.6,25.3,23,1.066,17,8.8,8.2,51.7,58.3,12.3,13.4,0.28,12.6,48.7,11,6.5,4.5,59.4,6,2.3,3.8,37.5,0.35
35,"Murray State Racers",27,17.8,20,18.9,1.063,13.4,6.6,6.8,49.2,56.9,13.3,15.2,0.35,14.2,47.5,7.3,4.5,2.8,61.6,6.1,2.1,4,34.1,0.45
36,"Florida Gulf Coast Eagles",28,13.6,17.8,14.3,1.052,9.9,5.5,4.4,55.8,61.3,18.9,11.8,0.27,10.8,48.3,6.6,4.4,2.2,67,3.3,1.1,2.2,33.3,0.33
36,"Princeton Tigers",24,15.1,19,15.9,1.052,10.6,6,4.6,56.5,61.8,19.6,14.1,0.34,12.7,48.9,7.9,4.9,3,61.6,2.7,1.1,1.6,41.5,0.25
36,"Northern Iowa Panthers",26,12.6,15.9,13.3,1.052,9.5,4.7,4.8,49.6,59.1,16.2,11.9,0.28,10.1,46,5.6,2.9,2.7,51.7,3.9,1.8,2.1,46.5,0.41
39,"North Carolina State Wolfpack",27,18,21.1,18.9,1.049,13.7,7.1,6.7,51.5,56.6,13,12.2,0.3,11.5,49.7,9.9,5.7,4.3,57.1,3.8,1.4,2.4,36.9,0.28
39,"Florida Gators",29,15.5,18,16.2,1.049,11.4,6.2,5.2,54.5,58.3,15.4,14,0.33,12.7,50.3,8.9,5.4,3.5,60.7,2.6,0.9,1.7,33.3,0.23
41,"Georgia Lady Bulldogs",28,17,20.5,17.8,1.046,13.2,7,6.1,53.4,58.3,13.9,11.2,0.26,10.3,49.3,9.3,5.8,3.5,62.2,3.9,1.3,2.6,32.7,0.3
41,"Abilene Christian Wildcats",27,15.3,18.6,16,1.046,11.4,6,5.4,52.4,59.4,16.2,10.9,0.28,8.5,48.1,7,4.4,2.6,62.8,4.4,1.6,2.8,36.1,0.39
41,"Chattanooga Mocs",25,14,17.8,14.6,1.046,9.7,5.2,4.6,53.1,59.3,18.9,15.8,0.4,14.9,48.1,6.6,4,2.6,60,3.1,1.2,1.9,38.5,0.32
44,"James Madison Dukes",30,20.3,23.6,21.1,1.043,15.3,8.5,6.8,55.4,60.4,16.9,10.5,0.24,8.4,48.7,11.3,7,4.3,61.7,4,1.5,2.5,38,0.26
