sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
124,"Bryant University Bulldogs",27,9.1,11.6,9.7,1.073,7.6,4.3,3.3,56.3,56.3,6.9,13.1,0.26,13.1,55.5,7.6,4.3,3.3,56.3,0,0,0,,0
125,"Charleston Cougars",25,7.8,8.8,8.3,1.072,6.5,3.6,3,54.6,54.6,6.7,12.9,0.26,11.9,54.1,6.5,3.6,3,54.6,0,0,0,,0
125,"East Carolina Pirates",29,6.2,7.2,6.7,1.072,5,2.8,2.2,55.5,55.5,8.8,17.1,0.34,16,54.7,5,2.8,2.2,55.5,0,0,0,,0
127,"Kansas Jayhawks",28,8,10.2,8.6,1.071,6.5,3.8,2.7,58.6,58.6,12.4,11.1,0.23,10.7,53.8,6.5,3.8,2.7,58.6,0,0,0,,0
127,"Oklahoma State Cowgirls",29,5.8,6.9,6.2,1.071,4.5,2.6,2,56.5,56.5,11.8,14.8,0.33,14.8,53.8,4.5,2.6,2,56.5,0,0,0,,0
129,"Iowa Hawkeyes",26,9.3,11.2,10,1.07,7.9,4.3,3.6,54.1,54.1,5.4,15.3,0.3,14.9,55.4,7.9,4.3,3.6,54.1,0,0,0,,0
130,"Colorado State Rams",28,6,8.1,6.4,1.066,4.6,2.5,2.1,54.6,54.6,11.4,16.2,0.35,15,52.7,4.6,2.5,2.1,54.6,0,0,0,,0
130,"Colorado Buffaloes",28,10.9,12.8,11.6,1.066,8.6,4.8,3.8,56,56,10.2,14.1,0.31,13.5,53.9,8.6,4.8,3.8,56,0,0,0,,0
132,"Boston University Terriers",27,6.2,8.9,6.6,1.065,4.7,2.7,2,57.5,57.5,11.9,15.5,0.38,14.9,54.2,4.7,2.7,2,57.5,0,0,0,,0
133,"SIU Edwardsville Cougars",28,6.7,8.4,7.1,1.064,5.4,3,2.4,55.9,55.9,8.6,11.2,0.26,10.2,55.1,5.4,3,2.4,55.9,0,0,0,,0
134,"San Diego State Aztecs",26,5.1,6.6,5.4,1.061,4.2,2.4,1.8,56.9,56.9,9.8,9.8,0.21,9.8,54.5,4.2,2.4,1.8,56.9,0,0,0,,0
134,"Kent State Golden Flashes",26,8.9,10.4,9.4,1.061,7.5,4,3.5,53.6,53.6,8.2,11.3,0.21,10.8,52.4,7.5,4,3.5,53.6,0,0,0,,0
136,"UCF Knights",27,6.7,8.2,7.1,1.06,5.4,3,2.4,55.5,55.5,8.8,12.1,0.29,12.1,55.5,5.4,3,2.4,55.5,0,0,0,,0
136,"Utah State Aggies",26,5.1,6.5,5.4,1.06,4,2.3,1.8,56.2,56.2,9,15,0.34,15,54.9,4,2.3,1.8,56.2,0,0,0,,0
138,"Texas Tech Lady Raiders",29,6.4,7.9,6.8,1.059,5,2.7,2.3,54.5,54.5,10.7,15.5,0.35,15,52.9,5,2.7,2.3,54.5,0,0,0,,0
138,"Kentucky Wildcats",27,7,8.5,7.4,1.059,5.8,3.1,2.7,54.1,54.1,5.9,13.3,0.29,12.8,54.3,5.8,3.1,2.7,54.1,0,0,0,,0
140,"Samford Bulldogs",29,4.1,5.5,4.4,1.058,3.3,1.8,1.4,55.8,55.8,8.3,15.8,0.36,15.8,53.3,3.3,1.8,1.4,55.8,0,0,0,,0
140,"North Carolina A&T Aggies",25,7.6,9,8,1.058,5.9,3.4,2.5,57.1,57.1,10,15.8,0.37,15.8,54.7,5.9,3.4,2.5,57.1,0,0,0,,0
142,"Quinnipiac Bobcats",27,10.4,14,11,1.057,8.6,4.6,3.9,54.1,54.1,8.6,12.5,0.26,12.5,53.2,8.6,4.6,3.9,54.1,0,0,0,,0
