sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
112,"Sacred Heart Pioneers",27,13.3,17.3,12.4,0.936,9.8,4.4,5.4,45.3,51.7,15,12,0.31,11.4,43.7,6.3,3.2,3.1,50.9,3.6,1.3,2.3,35.4,0.36
112,"UTEP Miners",24,15,18,14,0.936,11.3,5.3,5.9,47.4,53.9,17,9.5,0.23,8.6,42.9,7,3.9,3.1,55.4,4.3,1.5,2.8,34.3,0.38
115,"Texas-(Arlington) Mavericks",27,17.7,20.6,16.6,0.935,11.7,5.7,6,48.4,53.3,19.2,18,0.5,16.3,45.5,7.7,4.5,3.2,58.4,4,1.1,2.8,29,0.34
116,"Howard Bison",27,18.7,22.8,17.5,0.933,13.4,6.6,6.9,48.9,53.7,19.2,12.1,0.3,10.3,43.5,9.6,5.3,4.3,55,3.9,1.3,2.6,33.7,0.29
117,"Yale Bulldogs",24,15.4,18.6,14.4,0.932,12.1,5.6,6.5,46.2,51,13.8,11.1,0.24,9.7,43.2,8.1,4.4,3.7,54.6,4,1.2,2.8,29.2,0.33
117,"N.J.I.T. Highlanders",28,12.7,15.5,11.8,0.932,10,4.6,5.3,46.6,50.4,12.4,11.8,0.27,11.5,44.8,7.1,3.9,3.3,54.5,2.8,0.8,2.1,26.6,0.28
119,"Saint Louis Billikens",29,16.1,18.5,15,0.931,12.1,5.6,6.5,46,50.6,14.6,12.4,0.3,9.7,44.4,8,4.4,3.5,55.8,4.1,1.1,3,26.9,0.34
120,"UNLV Rebels",27,12.1,15.4,11.3,0.93,9.4,4.4,5,46.5,53.3,15.2,7.9,0.2,7.3,41.8,6.1,3.1,3,50.6,3.3,1.3,2,38.9,0.35
121,"Saint Joseph's Hawks",27,11.4,14.9,10.6,0.929,8.1,4.1,4,50.2,57.5,22.4,8.1,0.21,7.8,41.6,5.4,2.9,2.5,53.8,2.7,1.2,1.6,43.2,0.34
122,"UC Riverside Highlanders",27,13.7,16.7,12.7,0.927,10.1,4.7,5.4,46.3,51.1,15.4,13.3,0.33,12.2,43.6,6.7,3.7,3,55.2,3.4,1,2.4,28.6,0.33
123,"Syracuse Orange",27,13.9,16.5,12.9,0.925,10.1,4.9,5.3,47.8,53.6,17.9,11.5,0.28,10.7,42.9,7.2,3.7,3.5,51,3,1.2,1.8,40,0.29
